source_id,target_id,rationale,verification_method,status
TC-HWSW-013,COMP-008,Tests HAL SPI cross-channel hardware exchange on STM32H743 SPI4,HW/SW integration test with dual DCU boards and SPI analyser,verified
TC-HWSW-013,COMP-001,Tests SKN cross-channel 2oo2 integration on SPI hardware,HW/SW integration test,verified
TC-HWSW-014,COMP-008,Tests HAL SPI timeout detection on hardware,HW/SW integration test with SPI disconnection,verified
TC-HWSW-014,COMP-001,Tests SKN SPI timeout safe state integration on hardware,HW/SW integration test,verified
TC-HWSW-015,COMP-008,Tests HAL ADC motor current sensing on STM32H743 ADC1,HW/SW integration test with current ramp injection,verified
TC-HWSW-015,COMP-003,Tests OBD motor current obstacle detection integration on hardware,HW/SW integration test,verified
TC-HWSW-015,COMP-004,Tests DSM reversal on overcurrent integration on hardware,HW/SW integration test,verified
TC-HWSW-016,COMP-008,Tests HAL RS-485 DDU interface on STM32H743 USART1,HW/SW integration test with RS-485 analyser,verified
TC-HWSW-016,COMP-004,Tests DSM DDU command integration on hardware,HW/SW integration test,verified
TC-HWSW-017,COMP-008,Tests HAL emergency release GPIO detection on hardware,HW/SW integration test with switch activation,verified
TC-HWSW-017,COMP-004,Tests DSM emergency release handling integration on hardware,HW/SW integration test,verified
TC-HWSW-018,COMP-008,Tests HAL Driver Control Panel GPIO I/O on hardware,HW/SW integration test with DCP simulator,verified
TC-HWSW-018,COMP-006,Tests TCI DCP integration on hardware,HW/SW integration test,verified
TC-HWSW-019,COMP-008,Tests HAL diagnostics port mode-based access control on hardware,HW/SW integration test with USB-UART adapter,verified
TC-HWSW-019,COMP-007,Tests DGN diagnostics port integration on hardware,HW/SW integration test,verified
TC-HWSW-PERF-001,COMP-001,Tests SKN WCET contribution on STM32H743 target,Performance test with DWT cycle counter,verified
TC-HWSW-PERF-001,COMP-002,Tests SPM WCET on target hardware,Performance test,verified
TC-HWSW-PERF-001,COMP-003,Tests OBD WCET on target hardware,Performance test,verified
TC-HWSW-PERF-001,COMP-004,Tests DSM WCET on target hardware,Performance test,verified
TC-HWSW-PERF-001,COMP-005,Tests FMG WCET on target hardware,Performance test,verified
TC-HWSW-PERF-001,COMP-006,Tests TCI WCET on target hardware,Performance test,verified
TC-HWSW-PERF-001,COMP-007,Tests DGN WCET on target hardware,Performance test,verified
TC-HWSW-PERF-001,COMP-008,Tests HAL WCET on target hardware,Performance test,verified
TC-HWSW-PERF-002,COMP-001,Verifies SKN Flash code size contribution,Performance test with linker map analysis,verified
TC-HWSW-PERF-002,COMP-002,Verifies SPM Flash code size,Performance test,verified
TC-HWSW-PERF-002,COMP-003,Verifies OBD Flash code size,Performance test,verified
TC-HWSW-PERF-002,COMP-004,Verifies DSM Flash code size,Performance test,verified
TC-HWSW-PERF-002,COMP-005,Verifies FMG Flash code size,Performance test,verified
TC-HWSW-PERF-002,COMP-006,Verifies TCI Flash code size,Performance test,verified
TC-HWSW-PERF-002,COMP-007,Verifies DGN Flash code size,Performance test,verified
TC-HWSW-PERF-002,COMP-008,Verifies HAL Flash code size,Performance test,verified
TC-HWSW-PERF-003,COMP-001,Verifies SKN RAM static allocation,Performance test with linker map analysis,verified
TC-HWSW-PERF-003,COMP-002,Verifies SPM RAM static allocation,Performance test,verified
TC-HWSW-PERF-003,COMP-003,Verifies OBD RAM static allocation,Performance test,verified
TC-HWSW-PERF-003,COMP-004,Verifies DSM RAM static allocation,Performance test,verified
TC-HWSW-PERF-003,COMP-005,Verifies FMG RAM static allocation,Performance test,verified
TC-HWSW-PERF-003,COMP-006,Verifies TCI RAM static allocation,Performance test,verified
TC-HWSW-PERF-003,COMP-007,Verifies DGN RAM static allocation,Performance test,verified
TC-HWSW-PERF-003,COMP-008,Verifies HAL RAM static allocation,Performance test,verified
TC-HWSW-PERF-004,COMP-008,Tests HAL obstacle ISR latency on STM32H743 hardware,Performance test with oscilloscope measurement,verified
TC-HWSW-PERF-004,COMP-003,Tests OBD obstacle detection latency on hardware,Performance test,verified
TC-HWSW-FAULT-001,COMP-008,Tests HAL CAN controller fault detection on hardware,Fault injection test with CAN peripheral disabled,verified
TC-HWSW-FAULT-001,COMP-006,Tests TCI safe state escalation on CAN fault,Fault injection test,verified
TC-HWSW-FAULT-001,COMP-001,Tests SKN safe state activation on CAN fault,Fault injection test,verified
TC-HWSW-FAULT-002,COMP-001,Tests SKN memory integrity check on target hardware,Fault injection test with corrupted safety globals,verified
TC-HWSW-FAULT-003,COMP-001,Tests SKN stack canary corruption detection on hardware,Fault injection test with stack overflow injection,verified
