source_id,target_id,rationale,verification_method,status
TC-HWSW-PERF-002,MOD-HAL-003,Verifies HAL CAN Flash code size,Performance test,verified
TC-HWSW-PERF-002,MOD-HAL-004,Verifies HAL SPI/RS-485 Flash code size,Performance test,verified
TC-HWSW-PERF-003,MOD-SKN-001,Verifies SKN RAM static allocation,Performance test with linker map analysis,verified
TC-HWSW-PERF-003,MOD-SKN-002,Verifies SKN safe state RAM allocation,Performance test,verified
TC-HWSW-PERF-003,MOD-SPM-001,Verifies SPM RAM allocation,Performance test,verified
TC-HWSW-PERF-003,MOD-OBD-002,Verifies OBD RAM allocation,Performance test,verified
TC-HWSW-PERF-003,MOD-DSM-001,Verifies DSM RAM allocation,Performance test,verified
TC-HWSW-PERF-003,MOD-FMG-001,Verifies FMG RAM allocation,Performance test,verified
TC-HWSW-PERF-003,MOD-TCI-001,Verifies TCI RAM allocation,Performance test,verified
TC-HWSW-PERF-003,MOD-DGN-001,Verifies DGN RAM allocation,Performance test,verified
TC-HWSW-PERF-003,MOD-HAL-001,Verifies HAL GPIO RAM allocation,Performance test,verified
TC-HWSW-PERF-003,MOD-HAL-002,Verifies HAL PWM/ADC RAM allocation,Performance test,verified
TC-HWSW-PERF-003,MOD-HAL-003,Verifies HAL CAN RAM allocation,Performance test,verified
TC-HWSW-PERF-003,MOD-HAL-004,Verifies HAL SPI/RS-485 RAM allocation,Performance test,verified
TC-HWSW-PERF-004,MOD-HAL-001,Tests HAL obstacle ISR latency on STM32H743,Performance test with oscilloscope measurement,verified
TC-HWSW-PERF-004,MOD-OBD-001,Tests OBD ISR latency on target hardware,Performance test,verified
TC-HWSW-PERF-004,MOD-OBD-002,Tests OBD detection latency on hardware,Performance test,verified
TC-HWSW-FAULT-001,MOD-HAL-003,Tests HAL CAN controller fault detection on hardware,Fault injection test with CAN peripheral disabled,verified
TC-HWSW-FAULT-001,MOD-TCI-001,Tests TCI CAN fault handling on hardware,Fault injection test,verified
TC-HWSW-FAULT-001,MOD-FMG-001,Tests FMG CAN fault escalation on hardware,Fault injection test,verified
TC-HWSW-FAULT-001,MOD-SKN-002,Tests SKN safe state activation on CAN fault,Fault injection test,verified
TC-HWSW-FAULT-002,MOD-SKN-002,Tests SKN memory integrity check on target hardware,Fault injection test with corrupted safety globals,verified
TC-HWSW-FAULT-003,MOD-SKN-002,Tests SKN stack canary detection on hardware,Fault injection test with stack overflow injection,verified
